Date,Monitors,Transect_Name,Site,Transect_length,Transect_Distance,Quadrat_Notes,Percent_Cover,PSOC,Cover_Category,Habitat,Phase
2025-01-24,Claire Wilhelm-Safian,WL1E,harder_seep,30,2,,87,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,WL1E,harder_seep,30,4,,0,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,Claire Wilhelm-Safian,WL1E,harder_seep,30,6,,0,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,8,,0,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,10,,12,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,12,,34,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,14,,98,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,16,,50,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,18,,42,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,20,,15,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,22,,0,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,24,,5,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,26,,3,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,28,,0,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-24,"Claire Wilhelm-Safian, Zak Bilodeau, Anna Pollack",WL1E,harder_seep,30,30,,20,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zoe Jenkins",WL1W,harder_seep,30,2,,20,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,0,,6,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,2,,1,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,4,,3,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,5,,3,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,8,,0,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,10,,4,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,12,,15,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,14,,25,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,16,,20,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,18,,55,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,20,,2,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,22,,10,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,24,,20,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,26,,5,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,28,,1,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Zak Bilodeau",U1W,harder_seep,30,30,,20,Bare Ground,BARE GROUND,Upland,Phase 1
2025-01-30,Zoe Jenkins Camryn takahashi,WL1W,harder_seep,30,26,,3,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,Zoe Jenkins Camryn takahashi,WL1W,harder_seep,30,28,,75,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Camryn Takahashi",WL1W,harder_seep,30,30,,70,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Claire Wilhelm-Safian, Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,0,,31,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Zoe Jenkins, camryn takahashi",WL1W,harder_seep,30,4,,62,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,Camryn Takahashi and Zoe Jenkins,WL1W,harder_seep,30,6,,20,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,8,,30,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,10,,60,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,12,,55,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,14,,45,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,16,,8,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,18,,20,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,20,,15,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,22,,12,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-30,"Camryn Takahashi, Zoe Jenkins",WL1W,harder_seep,30,24,Same as 25 left by claire. To be edited later,100,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,0,,1,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,2,,0,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,4,,3,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,6,,2,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,8,,20,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,10,,22,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,12,,5,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,14,,6,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,16,,15,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,18,,0,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,20,,7,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,22,,10,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,24,,17,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,26,,5,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,28,,10,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-01-31,Claire Wilhelm-Safian,WL2W,harder_seep,30,30,,22,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,30,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,0,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,2,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,4,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,6,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,8,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,10,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,12,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,14,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,16,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,18,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,20,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,22,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,24,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,26,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL4W,harder_seep,30,28,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,0,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,2,,1,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,4,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,6,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,8,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,10,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,12,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,14,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,16,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,18,,2,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,20,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,22,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,24,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,26,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,28,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-18,"Claire Wilhelm-Safian, Wayne Chapman, Charlotte Salitsky",WL3W,harder_seep,30,30,,0,Bare Ground,BARE GROUND,Wetland,Phase 2
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,0,,0,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,2,,0,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,4,,0,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,6,,0,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,8,,1,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,10,,2,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,12,,1,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,14,,1,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,16,,0,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,18,,0,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,20,,0,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,22,,0,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,24,,0,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,26,,0,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,28,,0,Bare Ground,BARE GROUND,Upland,NA
2025-02-11,"Claire Wilhelm-Safian, Lauren Varhula, Lauren Schnirch",U2W,harder_seep,30,30,,0,Bare Ground,BARE GROUND,Upland,NA
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,0,,1,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,2,,14,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,4,,70,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,6,,35,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,8,,22,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,10,,68,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,12,,75,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,14,,55,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,16,,22,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,18,,21,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,20,,96,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,22,,3,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,24,,2,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,26,,2,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,28,,5,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U1E,harder_seep,30,30,,1,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,0,,0,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,2,,17,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,4,,8,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,6,,7,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,8,,18,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,10,,34,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,12,,23,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,14,,1,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,16,,43,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,18,,42,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,20,,0,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,22,,0,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,24,,4,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,26,,2,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,28,,0,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-21,"Calen Campos, Claire Wilhelm-Safian",U2E,harder_seep,30,30,,1,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,0,,91,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,2,,60,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,4,,8,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,6,,0,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,8,,0,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,10,,1,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,12,,1,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,14,,70,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,16,,75,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,18,,50,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,20,,8,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,22,,2,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,24,,0,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,26,,1,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,28,,3,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-23,"Calen Campos, Claire Wilhelm-Safian, Wayne Chapman",WL1E,harder_seep,30,30,,70,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,0,,78,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,2,,2,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,4,,2,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,6,,20,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,8,,1,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,10,,3,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,12,,55,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,14,,2,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,16,,22,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,18,,85,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,20,,15,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,22,,55,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,24,,5,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,26,,65,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,28,,12,Bare Ground,BARE GROUND,Upland,Phase 1
2025-10-28,"Wayne, Calen, Sean, Gabe",U1W,harder_seep,30,30,,60,Bare Ground,BARE GROUND,Upland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,0,,17,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,2,,40,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,4,,40,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,6,,30,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,8,,25,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,10,,30,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,12,,5,Bare Ground,BARE GROUND,Wetland,Phase 1
2025-11-13,"Claire Wilhelm-Safian, Wayne Chapman",WL1W,harder_seep,30,14,,24,Bare Ground,BARE GROUND,Wetland,Phase 1
